,Book,Chapter,Verse,Original Text,Formatted Text
72,CHAPTER VII,1.0,2.0," I will declare to thee that utmost lore, Whole and particular, which, when thou knowest, Leaveth no more to know here in this world. Of many thousand mortals, one, perchance, Striveth for Truth; and of those few that strive-- Nay, and rise high--one only--here and there-- Knoweth Me, as I am, the very Truth.", i will declare to thee that utmost lore  whole and particular  which  when thou knowest  leaveth no more to know here in this world  of many thousand mortals  one  perchance  striveth for truth  and of those few that strive   nay  and rise high  one only  here and there   knoweth me  as i am  the very truth 
73,CHAPTER VII,1.0,3.0," Earth, water, flame, air, ether, life, and mind, And individuality--those eight Make up the showing of Me, Manifest. These be my lower Nature; learn the higher, Whereby, thou Valiant One! this Universe Is, by its principle of life, produced; Whereby the worlds of visible things are born As from a Yoni. Know! I am that womb: I make and I unmake this Universe: Than me there is no other Master, Prince! No other Maker! All these hang on me As hangs a row of pearls upon its string. I am the fresh taste of the water; I The silver of the moon, the gold o' the sun, The word of worship in the Veds, the thrill That passeth in the ether, and the strength Of man's shed seed. I am the good sweet smell Of the moistened earth, I am the fire's red light, The vital air moving in all which moves, The holiness of hallowed souls, the root Undying, whence hath sprung whatever is;", earth  water  flame  air  ether  life  and mind  and individuality  those eight make up the showing of me  manifest  these be my lower nature  learn the higher  whereby  thou valiant one  this universe is  by its principle of life  produced  whereby the worlds of visible things are born as from a yoni  know  i am that womb  i make and i unmake this universe  than me there is no other master  prince  no other maker  all these hang on me as hangs a row of pearls upon its string  i am the fresh taste of the water  i the silver of the moon  the gold o  the sun  the word of worship in the veds  the thrill that passeth in the ether  and the strength of man s shed seed  i am the good sweet smell of the moistened earth  i am the fire s red light  the vital air moving in all which moves  the holiness of hallowed souls  the root undying  whence hath sprung whatever is 
74,CHAPTER VII,1.0,4.0," The wisdom of the wise, the intellect Of the informed, the greatness of the great. The splendour of the splendid. Kunti's Son! These am I, free from passion and desire; Yet am I right desire in all who yearn, Chief of the Bharatas! for all those moods, Soothfast, or passionate, or ignorant, Which Nature frames, deduce from me; but all Are merged in me--not I in them! The world-- Deceived by those three qualities of being-- Wotteth not Me Who am outside them all, Above them all, Eternal! Hard it is To pierce that veil divine of various shows Which hideth Me; yet they who worship Me Pierce it and pass beyond.", the wisdom of the wise  the intellect of the informed  the greatness of the great  the splendour of the splendid  kunti s son  these am i  free from passion and desire  yet am i right desire in all who yearn  chief of the bharatas  for all those moods  soothfast  or passionate  or ignorant  which nature frames  deduce from me  but all are merged in me  not i in them  the world   deceived by those three qualities of being   wotteth not me who am outside them all  above them all  eternal  hard it is to pierce that veil divine of various shows which hideth me  yet they who worship me pierce it and pass beyond 
75,CHAPTER VII,1.0,5.0," I am not known To evil-doers, nor to foolish ones, Nor to the base and churlish; nor to those Whose mind is cheated by the show of things, Nor those that take the way of Asuras. Four sorts of mortals know me: he who weeps,", i am not known to evil doers  nor to foolish ones  nor to the base and churlish  nor to those whose mind is cheated by the show of things  nor those that take the way of asuras  four sorts of mortals know me  he who weeps 
76,CHAPTER VII,1.0,6.0," Arjuna! and the man who yearns to know; And he who toils to help; and he who sits Certain of me, enlightened. Of these four, O Prince of India! highest, nearest, best That last is, the devout soul, wise, intent Upon ""The One."" Dear, above all, am I To him; and he is dearest unto me!", arjuna  and the man who yearns to know  and he who toils to help  and he who sits certain of me  enlightened  of these four  o prince of india  highest  nearest  best that last is  the devout soul  wise  intent upon  the one   dear  above all  am i to him  and he is dearest unto me 
77,CHAPTER VII,1.0,7.0," All four are good, and seek me; but mine own, The true of heart, the faithful--stayed on me, Taking me as their utmost blessedness, They are not ""mine,""but I--even I myself!", all four are good  and seek me  but mine own  the true of heart  the faithful  stayed on me  taking me as their utmost blessedness  they are not  mine  but i  even i myself 
78,CHAPTER VII,1.0,8.0," At end of many births to Me they come! Yet hard the wise Mahatma is to find, That man who sayeth, ""All is Vasudev!"" There be those, too, whose knowledge, turned aside By this desire or that, gives them to serve Some lower gods, with various rites, constrained By that which mouldeth them. Unto all such-- Worship what shrine they will, what shapes, in faith-- 'Tis I who give them faith! I am content!", at end of many births to me they come  yet hard the wise mahatma is to find  that man who sayeth   all is vasudev   there be those  too  whose knowledge  turned aside by this desire or that  gives them to serve some lower gods  with various rites  constrained by that which mouldeth them  unto all such   worship what shrine they will  what shapes  in faith    tis i who give them faith  i am content 
79,CHAPTER VII,1.0,9.0," The heart thus asking favour from its God, Darkened but ardent, hath the end it craves, The lesser blessing--but 'tis I who give! Yet soon is withered what small fruit they reap: Those men of little minds, who worship so, Go where they worship, passing with their gods.", the heart thus asking favour from its god  darkened but ardent  hath the end it craves  the lesser blessing  but  tis i who give  yet soon is withered what small fruit they reap  those men of little minds  who worship so  go where they worship  passing with their gods 
80,CHAPTER VII,1.0,10.0," But Mine come unto me! Blind are the eyes Which deem th' Unmanifested manifest, Not comprehending Me in my true Self! Imperishable, viewless, undeclared, Hidden behind my magic veil of shows, I am not seen by all; I am not known-- Unborn and changeless--to the idle world.", but mine come unto me  blind are the eyes which deem th  unmanifested manifest  not comprehending me in my true self  imperishable  viewless  undeclared  hidden behind my magic veil of shows  i am not seen by all  i am not known   unborn and changeless  to the idle world 
81,CHAPTER VII,1.0,11.0," But I, Arjuna! know all things which were, And all which are, and all which are to be, Albeit not one among them knoweth Me! By passion for the ""pairs of opposites,"" By those twain snares of Like and Dislike, Prince!", but i  arjuna  know all things which were  and all which are  and all which are to be  albeit not one among them knoweth me  by passion for the  pairs of opposites   by those twain snares of like and dislike  prince 
